TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
5055,"Remove Loss Basis from Section",6,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.05,42,0.05,0.45,0.45
5056,"Remove Lead Underwriter Indicator tick box, just have Lead Underwriter Initials in lookup",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",2,1.05,42,1.05,0.95,0.95
5057,"Remove FIL code from Section",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.05,42,0.05,0.45,0.45
5058,"Trustfund on Section, just show code with ToolTip hover",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,0.05,42,0.05,0.95,0.95
5059,"Limit and Excess, provide tooltip for column #",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.05,42,0.05,0.45,0.45
5060,"Remove Adj column from Limit and Excess",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.05,0.05,42,0.05,0,0
5061,"Remove FAC tickbox from Line",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.5,0.55,42,0.55,-0.05,-0.05
5062,"Premium Line % and Written Line % on Line not used",5,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,0.05,42,0.05,0.95,0.95
5063,"Break out task 5026 to individual Tasks",5,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",0.5,0.5,42,0.5,0,0
5064,"Documents not opening in BMS",3,1,42,58,"COMPLETED","PC9","PBC6","Development","Bug",0.5,0.75,42,0.75,-0.25,-0.25
5065,"XXXX Live Release --Version 1.8 To 1.10",1,12,13,NA,"COMPLETED","PC2","PBC73","Development","Release",8,10,13,10,-2,-2
5066,"Updated BizDev1 with new META Data",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",0.75,0.75,42,0.75,0,0
5067,"Test System Figures Comparison To Live.",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,1,13,1,0,0
5068,"Aiding XXXX Development /New USM Validation Checks Development ",1,24,13,NA,"COMPLETED","PC2","PBC73","Development","Release",1,1,13,1,0,0
5069,"Daily Management Tasks March 2006",1,58,58,58,"FINISHED","PC18","PBC33","Management","General Documentation",20,20.9,58,20.9,-0.9,-0.9
5070,"SiPFrameworkQuickButton for Diary Eventing",1,58,58,NA,"FINISHED","PC2","PBC32","Development","Enhancement",10,12.5,58,12.5,-2.5,-2.5
5071,"Add additional ref data to TYPE field at risk level",7,46,42,42,"FINISHED","PC2","PBC32","Development","Enhancement",0.25,0.25,42,0.25,0,0
5072,"Bring latest version of BMS to Bizdev1",4,42,42,13,"COMPLETED","PC2","PBC32","Development","Enhancement",1,1.25,42,1.25,-0.25,-0.25
5073,"Helped YYY ZZZ understand the Task System and to enter tasks.",10,42,42,58,"COMPLETED","PC11","PBC65","Operational","Client Support",0.5,0.5,42,0.5,0,0
5074,"Adding Homeowners Property/Aviation as additional class of buisness and removing the Declaration one.",4,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",2,4.75,42,4.75,-2.75,-2.75
5077,"Create BMS Task Status Report for CMS Meetings",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Documentation",3.5,5.5,42,5.5,-2,-2
5078,"XXXX Message Load Structure Orgainsation To Allow Sip To Handle USMs",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Release",1,1,13,1,0,0
5079,"User Support XXXX Test System",1,13,13,NA,"FINISHED","PC2","PBC42","Operational","Client Support",0.5,0.5,13,0.5,0,0
5080,"XXXX Live - SCM Super Search Conversion To v1.10 - Report Server Update",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Release",2,2,13,2,0,0
5081,"User Support - XXXX RI Quota Share Period Close Check ",1,46,13,NA,"COMPLETED","PC2","PBC53","Operational","Client Support",0.5,0.5,13,0.5,0,0
5082,"Daily Server Checks - Week 11",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
5083,"Assist with testing RIS Imaging for CCC network",1,43,43,NA,"FINISHED","PC19","PBC12","Operational","Consultancy",5,4.5,43,4.5,0.5,0.5
5084,"Synd XXXX Quota Share Errors",1,7,26,NA,"COMPLETED","PC2","PBC75","Operational","Client Support",6,5,26,5,1,1
5085,"Prepare database for SCM Conversion",2,26,26,26,"COMPLETED","PC16","PBC26","Development","Enhancement",5,10,26,10,-5,-5
5086,"Create SiP Clarity Demo Plan and Test It",1,58,58,58,"FINISHED","PC18","PBC31","Management","Marketing",5,6.25,58,6.25,-1.25,-1.25
5087,"Add new field to RISK for recording placing bordereaux frequency",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",2,0.5,42,0.5,1.5,1.5
5088,"Add new field to RISK for recording days of grace",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",5,1.75,42,1.75,3.25,3.25
5089,"Prepare Loan PC for laptop upgrades.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",5,1,43,1,4,4
5090,"Amend USM Validation Message Checks",2,13,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",2,2.5,26,2.5,-0.5,-0.5
5092,"Test System USM Period Close Bug",1,29,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,13,1,0,0
5093,"XXXX Pre Post Release Backups",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Release",0.25,0.25,13,0.25,0,0
5094,"Bugs associated with Adding new Risk (Full and Minimum) - See plan",3,1,42,NA,"FINISHED","PC2","PBC32","Development","Bug",5,5,42,5,0,0
5095,"Meeting to work out how to deal with XXXX UWRefs",1,46,26,NA,"COMPLETED","PC2","PBC53","Management","Management Meeting",2.5,2.5,26,2.5,0,0
5096,"Make sure drills still work and try to speed them up",1,26,26,NA,"COMPLETED","PC2","PBC21","Development","Testing",14,11,26,11,3,3
5097,"XXXX Aiding System Queries.",1,24,13,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1,13,1,0,0
5098,"User Support - Look Into SCM Load Speed Issue.",1,29,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3,7.25,13,7.25,-4.25,-4.25
5099,"frmReport  - splitter bar not working (tech core)",5,1,42,NA,"FINISHED","PC2","PBC32","Development","Bug",2,1.5,42,1.5,0.5,0.5
5101,"Binder Management Risk Enhancements Meeting",1,46,58,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",2,3,58,3,-1,-1
5102,"SiP Office - Laptop Upgrade To Visual Studio 2005 - Diary Event System Introduction ",1,13,13,58,"COMPLETED","PC18","PBC20","Operational","In House Support",1,1,13,1,0,0
5105,"Change the field title of Section/Type to read 'COB'",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.25,0.25,42,0.25,0,0
5106,"Amend Section/Coverage field heading to 'Interest'",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",0.1,0.1,42,0.1,0,0
5107,"New field to be added at section level for 'Max Period'",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",5,2,42,2,3,3
5108,"Change Limit/Type field to read 'Limit Type' also needs more descriptions",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",1,0.5,42,0.5,0.5,0.5
5109,"Change name and format of Limit/Basis and Excess Basis fields",5,46,42,42,"FINISHED","PC2","PBC32","Development","Enhancement",3,1.5,42,1.5,1.5,1.5
5110,"Reinstall YYY ZZZ's laptop for VS2005",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",7,5,43,5,2,2
5111,"Risk code to be populated down from the first Managing Agents Line",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",2,0.75,42,0.75,1.25,1.25
5112,"Changes to Lines/Syndicate field",5,46,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",3,0.25,42,0.25,2.75,2.75
5113,"Lines/Initials to be update with list of Managing Agents underwriters initials",5,46,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",3.5,0.5,42,0.5,3,3
5115,"New Premium Structure Risk Calculation",1,46,42,42,"FINISHED","PC2","PBC32","Development","Technical Specification",42,61.08,58,13.83,-19.08,NA
5115,"New Premium Structure Risk Calculation",1,46,42,42,"FINISHED","PC2","PBC32","Development","Technical Specification",42,61.08,42,47.25,-19.08,-5.25
5116,"Studio 2005 SCMS Configuration/Latest SCMS Version Loaded For .Net2 Framework Conversion",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",0.5,0.5,13,0.5,0,0
5117,"CCC Demo",1,58,58,58,"FINISHED","PC11","PBC65","Management","Marketing",4,4,58,4,0,0
5118,"SCM Conversion Script",2,26,26,26,"COMPLETED","PC16","PBC26","Development","Enhancement",14,43.5,26,43.5,-29.5,-29.5
5119,"Create A Task System Licence for Adrian",1,1,58,NA,"FINISHED","PC2","PBC21","Operational","Client Support",0.5,0.5,58,0.5,0,0
5120,"Seperate the Schedule tables out in BMS depending on class of business",5,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",4.5,4,42,4,0.5,0.5
5121,"Release Technical Core Quick Buttons",1,58,58,58,"FINISHED","PC9","PBC11","Development","Release",7,2.5,58,2.5,4.5,4.5
5123,"Stats Drill Triangulation Needs Updating To v2 SCMS/Warehouse Release",2,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",5,9,13,9,-4,-4
5124,"Attend and prepare for CCC Meeting 09-03-06.",4,46,42,NA,"FINISHED","PC2","PBC32","Management","Progress Meeting",1,1.75,42,1.75,-0.75,-0.75
5125,"Reference Lookups not working properly on BMS",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Bug",3,1.45,58,0.7,1.55,NA
5125,"Reference Lookups not working properly on BMS",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Bug",3,1.45,42,0.75,1.55,2.25
5126,"Studio 2005 Tech Core/SCMS BMS Build - Looking Into New Code",2,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1.5,1,13,1,0.5,0.5
5127,"Final Build/Archive of Old Release Code of Live Systems. v19 Live and v1.10 Test",1,13,13,NA,"FINISHED","PC2","PBC21","Development","Enhancement",1,1,13,1,0,0
5128,"Upgrade cube PC CD-Writer ",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",1,2.75,43,2.75,-1.75,-1.75
5129,"CCC Binder Management Meeting",1,58,58,NA,"FINISHED","PC2","PBC32","Management","Management Meeting",3,3,58,3,0,0
5130,"BMS Risk Search Results - Add column for is Risk/Dec.",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",2,2.25,42,2.25,-0.25,-0.25
5131,"Merge changes from Laptop to BizDev 1 and J:\ Drive",7,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",2.5,2.75,42,2.75,-0.25,-0.25
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,58,0.5,-3,NA
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,13,0.5,-3,NA
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,24,0.5,-3,NA
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,26,0.5,-3,NA
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,42,0.5,-3,0
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,65,0.5,-3,NA
5132,"Additional Time for Lunch to celebrate YYY ZZZ's Birthday",10,58,42,58,"COMPLETED","PC18","PBC33","Management","Staff Management",0.5,3.5,43,0.5,-3,NA
5133,"Removed all Reporting Meta Data From Database",4,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",0.5,0.5,42,0.5,0,0
5134,"Take offsite copy of SiP Server backups.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",1,1,43,1,0,0
5135,"DR test on server backups",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",10,8.75,43,8.75,1.25,1.25
5137,"Migrate USM Search to .NET 2 Version",1,58,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",21,21,13,14.5,0,6.5
5137,"Migrate USM Search to .NET 2 Version",1,58,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",21,21,58,6.5,0,NA
5138,"Complete SCM and RI Table Conversion",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",4,4,26,4,0,0
5139,"Convert SCM stored procedures",2,26,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",50,156,26,156,-106,-106
5141,"Daily Server Checks - Week 12",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
5142,"City Applicant Interview",1,43,43,43,"FINISHED","PC18","PBC33","Management","Staff Recruitment",4,6.75,42,1,-2.75,NA
5142,"City Applicant Interview",1,43,43,43,"FINISHED","PC18","PBC33","Management","Staff Recruitment",4,6.75,43,2.25,-2.75,1.75
5142,"City Applicant Interview",1,43,43,43,"FINISHED","PC18","PBC33","Management","Staff Recruitment",4,6.75,65,2.5,-2.75,NA
5142,"City Applicant Interview",1,43,43,43,"FINISHED","PC18","PBC33","Management","Staff Recruitment",4,6.75,58,1,-2.75,NA
5143,"Reinstall and Image YYY ZZZ's Laptop",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",6,9.5,43,9.5,-3.5,-3.5
5144,"XXXX Treaty/Fac RI Split Totals ",1,13,13,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",1,1,13,1,0,0
5145,"Moving laptop over to .NET 2",1,43,26,43,"COMPLETED","PC18","PBC20","Operational","In House Support",1,1,26,1,0,0
5146,"Event From and To editing issues",1,24,42,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3,1,42,1,2,2
5147,"Technical Consultation on BMS releasing and integration with SCMS",8,42,42,NA,"COMPLETED","PC2","PBC32","Development","Training",1.25,1.25,42,1.25,0,0
5148,"XXXX Triangle Build - See Plan",1,13,13,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",1,1,13,1,0,0
5149,"Migrate RI Search to .NET 2 Version",1,13,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",5,5,13,5,0,0
5150,"XXXX Live RI Load SpeedUp Release",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Enhancement",1,1.5,13,1.5,-0.5,-0.5
5151,"Investigate FTP login attempt",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",1,2.75,43,2.75,-1.75,-1.75
5152,"Quick Buttons Documentation",1,58,58,58,"FINISHED","PC9","PBC7","Development","Enhancement",4,8.25,58,8.25,-4.25,-4.25
5153,"Migrate SCM Search to .NET 2 Version",1,13,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",5,3.5,13,3.5,1.5,1.5
5154,"XXXX SCM Linked RI - Claim 00001010197 Figures Fix",1,13,13,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",1,1,13,1,0,0
5155,"Getting Latest BMS to BizDev 1",5,42,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",1,1,42,1,0,0
5156,"Migrate Event Description Search And Entry Screen to .NET 2 Version",1,13,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",7,39.17,13,39.17,-32.17,-32.17
5157,"Triangle Figures CheckOn XXXX Latest Warehouse Build And Other Synds. Report Any Discrepancies.",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
5158,"Re-organisation of observe events",5,65,65,58,"FINISHED","PC9","PBC11","Development","Enhancement",2,4,58,2,-2,NA
5158,"Re-organisation of observe events",5,65,65,58,"FINISHED","PC9","PBC11","Development","Enhancement",2,4,65,2,-2,0
5159,"Document Reporting Services known bugs etc.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",3,6.75,43,6.75,-3.75,-3.75
5160,"Discussions with YYY ZZZ over new SCM structures.",1,58,58,NA,"FINISHED","PC2","PBC21","Management","Management Meeting",0.75,0.75,58,0.75,0,0
5161,"Meet YYY ZZZ to discuss SCM structure, briefing on .NET2 etc.",2,58,26,58,"COMPLETED","PC16","PBC38","Management","Progress Meeting",1.5,1.5,26,1.5,0,0
5162,"XXXX Triangle figures wrong",1,13,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,3.5,26,3.5,3.5,3.5
5163,"XXXX QS Accounts",1,12,26,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",5,9,26,9,-4,-4
5164,"New Warehouse Build - Check Trangle Figures On v1.10 Test",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",0.75,0.75,13,0.75,0,0
5165,"SCM Load Speed Up - Release To Test Systems - Inform Test System Users",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1,1,13,1,0,0
5166,"Investigate firewall traffic on port 4444",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",10,1.25,43,1.25,8.75,8.75
5168,"Remove PremiumIncomeLimit and PremiumIncomeLimitCCY from Limit Grid",4,58,42,NA,"COMPLETED","PC2","PBC32","Development","Enhancement",0.25,0.25,42,0.25,0,0
5169,"Adding Preferences Dialog box to CORE",4,42,42,58,"COMPLETED","PC9","PBC11","Development","Enhancement",14,8,42,8,6,6
5170,"SP Validation Tidy Correction Procedure To Maintain Outwards Refs",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3.5,0.5,13,0.5,3,3
5171,"Laptop upgrade for Visual Studio",2,43,24,58,"COMPLETED","PC11","PBC65","Operational","In House Support",4,3.5,24,3.5,0.5,0.5
5172,"Prepare loan PC for YYY ZZZ, reinstall his laptop and swap back.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",7,8.75,43,8.75,-1.75,-1.75
5173,"SiP Management Meeting",1,58,58,58,"FINISHED","PC18","PBC33","Management","Management Meeting",3.5,3.5,58,3.5,0,0
5174,"RI Super Search to include As At Date and currencies",2,12,26,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",1,0.5,26,0.5,0.5,0.5
5175,"Sort out old files",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",4,3.25,43,3.25,0.75,0.75
5176,"XXXX Triangles are wrong",5,12,26,NA,"COMPLETED","PC2","PBC73","Development","Bug",7,18,13,1,-11,NA
5176,"XXXX Triangles are wrong",5,12,26,NA,"COMPLETED","PC2","PBC73","Development","Bug",7,18,24,8.5,-11,NA
5176,"XXXX Triangles are wrong",5,12,26,NA,"COMPLETED","PC2","PBC73","Development","Bug",7,18,26,8.5,-11,-1.5
5178,"SiP Meeting with CCC (and Preparation)",1,58,58,58,"FINISHED","PC18","PBC33","Management","Management Meeting",3.5,3.5,58,3.5,0,0
5179,"Catch All Tasks",9,42,42,43,"COMPLETED","PC18","PBC20","Operational","In House Support",0.5,0.5,42,0.5,0,0
5180,"Update Old Risk Data Structure To Be Compatible With New Risk .NET 2 Version",1,13,13,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",5,6.5,13,6.5,-1.5,-1.5
5181,"User Testing v1.10 - Investigate And Resolve Queries - See Plan",1,7,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",3.5,3.5,13,3.5,0,0
5182,"Backup XXXX Test DBs Prior Monday Server Repair/Switch Over",1,13,13,NA,"FINISHED","PC2","PBC53","Operational","Client Support",0.25,0.25,13,0.25,0,0
5183,"Daily Server Checks - Week 13",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
5185,"Contact YYY ZZZ With Job Specification",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.75,1,58,1,-0.25,-0.25
5186,"Demo of New Diary Event",10,58,42,58,"COMPLETED","PC18","PBC64","Development","Training",0.5,0.5,42,0.5,0,0
5187,"Set up spare laptops for Developer use.",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",7,9.25,43,9.25,-2.25,-2.25
5188,"Reviewing Binder Management Progress With YYY ZZZ",1,58,58,NA,"FINISHED","PC2","PBC32","Management","Management Meeting",2,2,58,2,0,0
5189,"Premium and Claims Transactions Specification",1,58,58,NA,"CANCELLED","PC2","PBC32","Development","Enhancement",4,0.5,58,0.5,3.5,3.5
5196,"Sort out YYY ZZZ's PC",1,45,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",5,12.25,43,12.25,-7.25,-7.25
